,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
808,Indonesia,Sweet potatoes,2010,113272,2702.0,1597.0,26.94
809,Indonesia,Sweet potatoes,2010,113272,2702.0,1597.0,27.55
810,Indonesia,Sweet potatoes,2011,123289,2702.0,1597.0,25.38
811,Indonesia,Sweet potatoes,2011,123289,2702.0,1597.0,27.24
812,Indonesia,Sweet potatoes,2011,123289,2702.0,1597.0,27.19
813,Indonesia,Sweet potatoes,2011,123289,2702.0,1597.0,27.39
814,Indonesia,Sweet potatoes,2011,123289,2702.0,1597.0,26.63
815,Indonesia,Sweet potatoes,2011,123289,2702.0,1597.0,27.19
816,Indonesia,Sweet potatoes,2012,139290,2702.0,1597.0,25.59
817,Indonesia,Sweet potatoes,2012,139290,2702.0,1597.0,27.36
818,Indonesia,Sweet potatoes,2012,139290,2702.0,1597.0,27.37
819,Indonesia,Sweet potatoes,2012,139290,2702.0,1597.0,27.49
820,Indonesia,Sweet potatoes,2012,139290,2702.0,1597.0,26.87
821,Indonesia,Sweet potatoes,2012,139290,2702.0,1597.0,27.48
822,Indonesia,Sweet potatoes,2013,147465,2702.0,1597.0,25.48
823,Indonesia,Sweet potatoes,2013,147465,2702.0,1597.0,27.37
824,Indonesia,Sweet potatoes,2013,147465,2702.0,1597.0,27.88
825,Indonesia,Sweet potatoes,2013,147465,2702.0,1597.0,27.34
826,Indonesia,Sweet potatoes,2013,147465,2702.0,1597.0,26.72
827,Indonesia,Sweet potatoes,2013,147465,2702.0,1597.0,27.3
